Publishers,Game,Metascore
Team17 Digital Ltd,FOTONICA,62.0
Pewter Games Studios,Block Line Engineer,62.0
All in! Games,Foe Frenzy,62.0
Milestone S.r.l.,4089: Ghost Within,62.0
Team17 Digital Ltd,FOS,62.0
Strategy First,LuLu Looking For Dogs,62.0
The Battle Grounds Game Development Team,Calico,62.0
Focus Home Interactive,Yet Another Snake Game,62.0
"Destructive Creations, All in! Games",A.I.M. Racing,62.0
Team17 Digital Ltd,Fortuito: Lost History,62.0
"Pixelated Milk, gaming company",Lost Islands,62.0
Stitch Heads Entertainment,The Park,62.0
Slitherine Ltd.,Creature Romances: For the Ladies,62.0
Pixel Pointer Studios,Alpha Runner,62.0
Stickmen Studios,Destroy All The Cubes,62.0
MadOut Games,Астролорды: Облако Оорта,62.0
"Pixelated Milk, gaming company",Lost Island Atlantida Advanture Game,62.0
MY.GAMES,Fallout Shelter,62.0
"Baked Games S.A., PlayWay S.A.",D&D Lords of Waterdeep,62.0
Stickmen Studios,Destropolis,62.0
MY.GAMES,Fallout 4,62.0
Milkstone Studios,Dispersio,62.0
MY.GAMES,Factorio,62.0
MY.GAMES,Evolve Stage 2,62.0
Yogscast Games,Dream Golf VR,62.0
All in! Games,Fobia,62.0
Ludosity,Cyberdrome,62.0
All in! Games,Foam Dart Frenzy,62.0
"2K, Aspyr (Mac)",Ni no Kuni II: Revenant Kingdom,62.0
Positech,Helltown,62.0
Positech,Helltower,62.0
Positech,HellStar Squadron,62.0
Gearbox Publishing,Warspear Online,62.0
Henteko Doujin,Dead Effect 2,62.0
"XSEED Games, Marvelous USA, Inc., Marvelous",Flag N Frag,62.0
Scott Cawthon,Giana Sisters: Twisted Dreams,62.0
Scott Cawthon,Ghost of a Tale,62.0
"XSEED Games, Marvelous USA, Inc., Marvelous",Flag Color Number - Painting and Coloring,62.0
Ludeme Games,CubeZ,62.0
Love Conquers All Games,Swipecart,62.0
Wales Interactive,Black Dream Plus,62.0
"XSEED Games, Marvelous USA, Inc., Marvelous",FLAGFIGHTS,62.0
Slitherine Ltd.,Creature in the Well,62.0
2Play,Creeper World 4,62.0
Doborog Games,Wildlife Park 2,62.0
Pewter Games Studios,Block King,62.0
"Monochrome, Inc",Darkwood,62.0
THQ Nordic,THE KING OF FIGHTERS 2002 UNLIMITED MATCH,62.0
Ludeme Games,CUBG: Car Unknown's Battlegrounds,62.0
THQ Nordic,The Journey Down: Chapter One,62.0
"Monochrome, Inc",Darwin Project,62.0
AAD Productions,Doodle WHAT?!,62.0
THQ Nordic,THE KING OF FIGHTERS XIV STEAM EDITION,62.0
Microids,Flatwaters: The Curse of Echita,61.0
KillHouse Games,KeeperRL,61.0
Arc System Works,Selfie : Sisters of the Amniotic Lens,61.0
Cinemaware,Brutal Inventions,61.0
Adult Swim Games,Legendary Hunter VR,61.0
1C Entertainment,Awakening: The Sunhook Spire Collector's Edition,61.0
Redwoods Digital Games,Magicians' Legacy: Prologue,61.0
"EXOR Studios, Surefire.Games",Mobile Astro,61.0
Choice Provisions,The Cat Lady,61.0
Good Shepherd Entertainment,Forex Demo Accelerator,61.0
Choice Provisions,The Butterfly Sign,61.0
Good Shepherd Entertainment,Forever To You!,61.0
Pathea Games,Command Ops 2,61.0
tinyBuild,Yakuza 5 Remastered,61.0
Choice Provisions,The Cave,61.0
shanaz game studios,侠客风云传(Tale of Wuxia),61.0
Self Published,Origin Of Destiny: Crimson Awakening,61.0
Avocavo,Accident: The Pilot,61.0
Walkabout,Venetica - Gold Edition,61.0
Super.com,River City Ransom: Underground,61.0
Oddshot Games,Get Tanked!,61.0
Ziggurat,Faces of War,61.0
Frogwares,INTERPOINT,61.0
Ziggurat,Relaxation balls,61.0
Vertigo Games,Gregor Hills Haunted Hospital,61.0
Vertigo Games,Gremlin Invasion: Survivor,61.0
Latent Malice,FATE: The Cursed King,61.0
BANDAI NAMCO Entertainment,Niche - a genetics survival game,61.0
BANDAI NAMCO Entertainment,Syrian Warfare,61.0
Batterystaple Games,1 Moment Of Time: Silentville,61.0
Spasman Games,Cubemen,61.0
Silverlode Interactive,BAD BILLY 2D VR,61.0
Silverlode Interactive,Bad birthday,61.0
2K,Rustler: Prologue,61.0
2K,Rustler (Grand Theft Horse),61.0
Awaceb,Duality,61.0
WanadevStudio,Dark Void,61.0
Sprovieri Games,STAR WARS: Rogue Squadron 3D,61.0
Forever Entertainment S. A.,Pro Cycling Manager 2016,61.0
Madmind Studio,Infestation: Battle Royale,61.0
Svavelstickan,Hell Breaker,61.0
Galaxy Shark Studios,Sabre Team,61.0
Strategy First,Atomorf2,61.0
Artifact 5,Pendragon Rising,61.0
Artifact 5,Pendula Swing - The Complete Journey,61.0
Shiro Unlimited,A Long Stroll,61.0
"Artix Entertainment, LLC",Age of Steel: Recharge,61.0
Bohemia Interactive,Franchise Hockey Manager 4,61.0
Nemoria Entertainment,Fly in the House,61.0
Bohemia Interactive,Border Officer,61.0
Minor Key Games,Science Girls,61.0
Shiro Unlimited,Nimbatus - The Space Drone Constructor,61.0
Shiro Unlimited,Ninja Stealth,61.0
Shiro Unlimited,Ninja Stealth 2,61.0
Forever Entertainment S. A.,Pro Cycling Manager 2015,61.0
Nemoria Entertainment,Fly Simulator,61.0
Tasharen Entertainment Inc.,rFactor,61.0
Bethesda Softworks,Super Raft Boat,61.0
"THQ Nordic, EuroVideo Medien",Magical Battle Cry,61.0
ION LANDS,Ghost Town Mine Ride & Shootin' Gallery,61.0
Rocketcat Games,Heat,61.0
Hello Games,DCS World Steam Edition,61.0
Tasharen Entertainment Inc.,Rhino's Rage,61.0
Iceberg Interactive,Adult Puzzles - CamGirls,61.0
Holyday Studios,Path of War,61.0
"Deep Field Games, New Blood Interactive",Phantom Rose,61.0
ION LANDS,Ghostbusters: The Video Game Remastered,61.0
Crocodile Entertainment,Hide Or Die,61.0
Digitalmindsoft,Descent,61.0
Crocodile Entertainment,Hide and Shoot,61.0
Deck13,Order Up VR,61.0
THQ Nordic,Marfusha,61.0
Deck13,Original Journey,61.0
Total Mayhem Games,Rebirth Online,61.0
HypeTrain Digital,InfraSpace,61.0
Iceberg Interactive,Adult Aura,61.0
Iceberg Interactive,Adult Puzzles - Fantasy Ladies 2,61.0
Dead Turtle,Necromunda: Hired Gun,61.0
SCS Software,Deceased,61.0
Interplay,Inexistence,61.0
Topware Interactive ACE,FINAL FANTASY XIII,61.0
Deck13,Ordeal of Princess Eris,61.0
SCS Software,DED,61.0
THQ Nordic,Marco & The Galaxy Dragon,61.0
Robot Squid,The Wonderful End of the World,61.0
Iceberg Interactive,Adult Puzzles - Fantasy Ladies,61.0
Rooster Teeth Games,Desktop Dog,61.0
Tasharen Entertainment Inc.,Rexodus: A VR Story Experience,61.0
Atahan Öztürk,Devil Slayer - Raksasi,60.0
Bohemia Interactive,Diggles: The Myth of Fenris,60.0
Rebellion,Aztec Tower,60.0
Daedalic Entertainment,Adam's Venture Chronicles,60.0
Daedalic Entertainment,Active Neurons 3 - Wonders Of The World,60.0
"Blueside, Incredi Soft",Fatale,60.0
GSC World Publishing,Final Exam,60.0
Pixel Games UK,Ashes Cricket,60.0
Pixel Games UK,C. Kane,60.0
505 Games,Master of Orion,60.0
Whale Rock Games,Smugglers 5,60.0
Whale Rock Games,Smile For Me,60.0
Buka Entertainment,Arise: A Simple Story,60.0
Buka Entertainment,Aripi,60.0
1C Entertainment,"Aquarist - build aquariums, grow fish, develop your business!",60.0
MAD Studio,Shadowbane,60.0
Bypass Game Studios,Karma. Incarnation 1,60.0
Brandtner,Full Spectrum Warrior,60.0
HandyGames,Nexomon,60.0
HandyGames,News Tycoon,60.0
Bossa Studios,Interstellar Marines,60.0
Bossa Studios,Internet Cafe Simulator,60.0
Bossa Studios,Intergalactic Bubbles,60.0
505 Games,Max Payne,60.0
Ziggurat,Gish,60.0
PLAYISM,Dream Catcher Chronicles: Manitou,60.0
Sharkbird,AMOK,60.0
Whale Rock Games,SMIB: Mission Cure,60.0
New Reality Games,Halcyon 6: Starbase Commander (LIGHTSPEED EDITION),60.0
Devolver Digital,Speedball 2 HD,60.0
Whale Rock Games,Smashbox Arena,60.0
Paradox Interactive,Spikit,60.0
"Blueside, Incredi Soft",Fatal Wings,60.0
WOLCEN Studio,Tropico 6,60.0
Interplay,Ghost Master,60.0
"International Games System, Co., LTD.",Two Parsecs From Earth,60.0
WOLCEN Studio,Tropico 4,60.0
Secret Mode,Epiphany!,60.0
Metal Frontline Game Studio,Phoenix Dynasty 2,60.0
Sigma Team Inc.,Animal Revolt Battle Simulator,60.0
Big Games Productions,Gunslingers,60.0
Reef Entertainment,The Battle of Polytopia,60.0
Reef Entertainment,The Beast Inside,60.0
WOLCEN Studio,Two Point Hospital,60.0
THQ Nordic,Tower of Time,60.0
HeroCraft PC,Marle: The Labyrinth of the Black Sea,60.0
Droid Riot,The Last Spell: Prologue,60.0
Back To Basics Gaming,Island Dash,60.0
"Retroism, Enlight Software Limited",Lost In Time,60.0
1C Entertainment,Turtle VR,60.0
1C Entertainment,Turtle vs. Portal,60.0
HeroCraft PC,Mars Quest,60.0
DS | Voxaol,Pagan: Absent Gods,60.0
Driven Arts,Three Days,60.0
id Software,Deadnaut,60.0
Phat Phrog Studios,Flinthook,60.0
PLAYISM,Dream Catchers,60.0
UE4.DOCTOR,Dark Heritage: Guardians of Hope,60.0
Nightshade,"Duke Grabowski, Mighty Swashbuckler",60.0
Nightshade,Duet,60.0
Nightshade,Dujanah,60.0
1C Entertainment,Helwyr,60.0
Last Boss 88,Frame of Mind,60.0
AtomicTorch Studio,Brave Dungeon + Dark Witch's Story : Combat,59.0
Klabater,Lame Defenders,59.0
SuperVillain Studios,Offensive Combat: Redux!,59.0
HandyGames,Adventures of Sadukar - Chapter I,59.0
HandyGames,Adventures of Samuel: The Worst Game Ever Made,59.0
Sigma Team Inc.,Another Brick in The Mall,59.0
Square Enix,Neighbours from Hell Compilation,59.0
Forever Entertainment S. A.,Haegemonia: The Solon Heritage,59.0
tinyBuild,Fight or Flight,59.0
Italic Pig Limited,Hitler On The Moon,59.0
Klabater,FPV Drone Simulator,59.0
Private Division,Invisible Apartment,59.0
Klabater,Lambs on the road : The beginning,59.0
HyperSloth,Vintage Year,59.0
SuperVillain Studios,Office Space: Idle Profits,59.0
AtomicTorch Studio,Brave Hero,59.0
Square Enix,NEEDY STREAMER OVERLOAD,59.0
Instinct Software Ltd.,Jigoku Kisetsukan: Sense of the Seasons,59.0
Klabater,FRAMED Collection,59.0
Klabater,Fractal: Make Blooms Not War,59.0
Klabater,Fragmented,59.0
Funbox Media Ltd,Disciples II: Rise of the Elves,59.0
Forever Entertainment S. A.,Coma: Mortuary,59.0
Italic Pig Limited,HITOTSU NO MORI,59.0
Running With Scissors,Knight Online,59.0
Shiver Games,Majesty 2 Collection,59.0
Daedalic Entertainment,Barry the Bunny,59.0
Strategy First,DreamWorks Spirit Lucky's Big Adventure,59.0
Panda Studio,Friendly Fire,59.0
Shiver Games,Majesty 2,59.0
Wales Interactive,Am I?,59.0
Lupus Studios Limited,Fantasy ERA,59.0
AtomicTorch Studio,Brave Dungeon - The Meaning of Justice -,59.0
HandyGames,Adventures Of Pipi,59.0
HandyGames,Adventures Of Pipi 2 Save Hype,59.0
"Bigmoon Entertainment, Ravenscourt",Dead Rain - New Zombie Virus,59.0
"Bigmoon Entertainment, Ravenscourt",Dead Quest,59.0
"Bigmoon Entertainment, Ravenscourt",Dead Purge: Outbreak,59.0
Lupus Studios Limited,Fantasy Dungeon VR,59.0
Funbox Media Ltd,Battle of Empires : 1914-1918,59.0
IceTorch Interactive,FlowState,59.0
tinyBuild,FIGHT KNIGHT,59.0
Wales Interactive,Am Madness,59.0
Black Lime Studio,GRANDIA II HD Remaster,59.0
AtomicTorch Studio,Brave Hand,59.0
"Movie Games S.A., PlayWay S.A.",Emily is Away Too,59.0
Claymatic Games,Connection,59.0
Night Node,BomberZone,59.0
"Movie Games S.A., PlayWay S.A.",Empires of the Undergrowth,59.0
New Reality Games,Crazy Machines,59.0
Phoenix Online Publishing,ZeroZone2020,59.0
Funbox Media Ltd,GIGANTIC ARMY,59.0
Microids,Berries Challenge,59.0
Back To Basics Gaming,Music Wars Empire,59.0
"Arcen Games, LLC",Barbara-ian,59.0
"Arcen Games, LLC",Bara Giants,59.0
White Rabbit Interactive,Adam and Eve: The Game - Chapter 1,59.0
Xbox Game Studios,Isotiles 2,59.0
Microids,Berry mayhem,59.0
Back To Basics Gaming,Fear in Hospital,59.0
Holy Warp,Duke of Alpha Centauri,59.0
Rising Star Games,Half-Life: A Place in the West,59.0
"Retroism, Enlight Software Limited",Makber,59.0
Crescent Moon Games,Karmasutra,59.0
Apogee Entertainment,Legionwood 1: Tale of the Two Swords,59.0
Dragon Slumber,Progetto Ustica,59.0
"Codemasters, Electronic Arts",Dungeon Of Dragon Knight,59.0
Dragon Slumber,Prognostic,59.0
"Microids Indie, Microids",The Dark Pictures Anthology: Man of Medan,59.0
"Microids Indie, Microids",THE DAY Online,59.0
Night Node,Bombshell,59.0
Phoenix Online Publishing,Zeus vs Monsters - Math Game for kids,59.0
Indie Game Group,Front Lines,59.0
"BadFly Interactive, a.s.",Guilty Gear X2 #Reload,59.0
"Movie Games S.A., PlayWay S.A.",Empire of Sin,59.0
Mighty Rocket Studio,Apprentice Knight-Iona,59.0
Triangle Studios,Darkheart: Flight of the Harpies,59.0
Akim Games,Conquest of Elysium 4,59.0
Triangle Studios,Darkilson,59.0
"8Floor, Beatshapers",家有大貓 Nekojishi,59.0
"TopWare Interactive, ACE",Port Royale 2,59.0
Disney,Iron Grip: Warlord,59.0
KISS ltd,Dragon Wars,59.0
KISS ltd,SKYHILL,59.0
KISS ltd,EXAPUNKS,59.0
Buka Entertainment,Motor Town: Behind The Wheel,59.0
Running With Scissors,Deus Ex: Mankind Divided,59.0
Focus Home Interactive,Delores: A Thimbleweed Park Mini-Adventure,59.0
Amaterasu Software,Gravity Cat,59.0
"Retroism, Enlight Software Limited",Make A Jigsaw Puzzle,59.0
YFYX GAMES,DYNASTY WARRIORS 8 Empires,59.0
Focus Home Interactive,12 bananas,59.0
L3O Interactive,Sub Command,58.0
Triangle Studios,The Inner World,58.0
Catnip Games,G2 Fighter / 基因特工,58.0
Forever Entertainment S. A.,Pine,58.0
Phoenix Online Publishing,The Infectious Madness of Doctor Dekker,58.0
"Groovy Milk, GrabTheGames",Dark Side of War,58.0
L3O Interactive,CRAZY DRIVER,58.0
Square Enix,Noob Squad,58.0
Catnip Games,Future Wars,58.0
Phoenix Online Publishing,The Imagined Leviathan: Prologue,58.0
Nacon,Spacious Snake,58.0
Trinity Project,REDCON,58.0
Jason Rohrer,KabochaFarm,58.0
"Codemasters, Electronic Arts",Forest and Girls,58.0
Size Five Games,SEX with HITLER,58.0
Back To Basics Gaming,懒人修仙传,58.0
Jason Rohrer,Kabitis 2: Fire Sword,58.0
Nacon,Spandex Force: Champion Rising,58.0
Size Five Games,Sex with Stalin,58.0
1C Entertainment,LastCloudia,58.0
Tate Multimedia,One Tower,58.0
Nival,Graviteam Tactics: Mius-Front,58.0
KITATUS STUDIOS,INVASION!,58.0
id Software,Sports Bar VR,58.0
Demon Wagon Studios,Derpy Dinos,58.0
id Software,Half-Life: Alyx - Final Hours,58.0
Utopian World of Sandwiches,Dynamite Jack,58.0
Flazm,"I, W.O.M.A.N.",58.0
SA Industry,Don't Escape: 4 Days to Survive,58.0
Pixel Lantern,Rotatex,58.0
Semaphore,PewDiePie: Legend of the Brofist,58.0
CI Games,GNOG,58.0
KishMish Games,DOGMAN,58.0
Toplitz Productions,Escoteiros Espaciais,58.0
Toplitz Productions,Escort Simulator 2,58.0
HandyGames,Real Boxing,58.0
Demon Wagon Studios,DERE EVIL EXE,58.0
Gearbox Publishing,RollerCoaster Tycoon Classic,58.0
Senpai Studios,Treasure Hunter Simulator,58.0
Senpai Studios,Unending Galaxy,58.0
Sinclair Strange,The Legend of Heroes: Trails in the Sky SC,58.0
Iridium Studios,Labyrinths of the World: The Wild Side Collector's Edition,58.0
Focus Home Interactive,Grim Nights,58.0
"LucasArts, Lucasfilm, Disney",HeXen: Deathkings of the Dark Citadel,58.0
Radial Games Corp,El Ministerio del Tiempo VR: El tiempo en tus manos,58.0
New Reality Games,Madrobot X,58.0
Nival,Gravi,58.0
Vladislav Castillo Gonzalez,No Turning Back: The Pixel Art Action-Adventure Roguelike,58.0
Iridium Studios,Labyrinths of Umbra,58.0
"Groovy Milk, GrabTheGames",Dark Side of Fate,58.0
Nival,Gravewood High,58.0
Xbox Game Studios,Happy Vampire Girl,58.0
Tate Multimedia,One Shot,58.0
SA Industry,Bio Inc. Redemption,58.0
Flazm,Fast Wings,58.0
Square Enix,Gladio and Glory,58.0
Might and Delight,Fortix,58.0
Konami Digital Entertainment,Doodle God Blitz,58.0
Ubisoft,Atomic Guardians,58.0
Might and Delight,Fortix 2,58.0
United Independent Entertainment,Gripper's Adventure,58.0
United Independent Entertainment,Grindzones,58.0
Walkabout,Varenje,58.0
Versus Evil,NEKO-NIN exHeart 2,57.0
Versus Evil,NEKOKORO,57.0
Interplay Entertainment Corp.,WARRIORS OROCHI 4 Ultimate - 無双OROCHI３ Ultimate,57.0
Versus Evil,The Emerald Maiden: Symphony of Dreams,57.0
Versus Evil,The Emperor's Own: Alpha Teaser,57.0
Ice-Pick Lodge,Agent Of Love - Josei Otome Visual Novel,57.0
Wales Interactive,Bitten! Someone has to be a villain,57.0
Wales Interactive,BitVault,57.0
BadLand Publishing,Pro Strategy Football 2021,57.0
bitComposer Games,Aegis Online,57.0
bitComposer Games,AEGIS 2186,57.0
BadLand Publishing,Probability 0,57.0
Daedalic Entertainment,HABITKING RPG,57.0
Daedalic Entertainment,HABITAT: Race To Mars,57.0
PLAYISM,Fracture the Flag,57.0
Interplay Entertainment Corp.,Warshmallows,57.0
PLAYISM,Fractalis,57.0
BadLand Publishing,Pro Wrestling X,57.0
Square Enix,Crazy Machines 2,57.0
"HandyGames, Pieces Interactive",FarRock Dodgeball,57.0
Iceberg Interactive,Porradaria 2: Pagode of the Night,57.0
THQ Nordic,Ziode Shadow,57.0
Iceberg Interactive,Nature Calls,57.0
Mad Fellows,Aarklash: Legacy,57.0
Iceberg Interactive,NavalArt,57.0
"HandyGames, Pieces Interactive",Farstorm,57.0
Killmonday Games AB,Waves,57.0
"Nether Productions, LLC",Nyasha,57.0
Killmonday Games AB,Wave Beta,57.0
"Nether Productions, LLC",Nyctophobia,57.0
"Nether Productions, LLC",Obduction,57.0
Immanitas Entertainment GmbH,Ezy,57.0
Iceberg Interactive,Poly Squad,57.0
"Whitethorn Games, Maple Whispering Limited",VR: Vacate the Room (Virtual Reality Escape),57.0
THQ Nordic,Eagles Expedition,57.0
"Whitethorn Games, Maple Whispering Limited",Wadality,57.0
"Whitethorn Games, Maple Whispering Limited",Walkabout Mini Golf VR,57.0
Topware Interactive,"The Haunted Island, a Frog Detective Game",57.0
Capcom,The Wizards - Dark Times,57.0
Kalypso Media Digital,Sacraboar,57.0
Kalypso Media Digital,SACRALITH : The Archer`s Tale,57.0
Kalypso Media Digital,Midnight Mysteries 3: Devil on the Mississippi,57.0
11 bit studios,Barro F,57.0
Aerosoft GmbH,Black Skylands: Origins,57.0
Kalypso Media Digital,Hobs,57.0
Snow Cannon Games,Bandits,57.0
Snow Cannon Games,Bandit Point,57.0
THQ Nordic,EV3 - Drag Racing,57.0
Back To Basics Gaming,Iron Blade: Medieval RPG,57.0
D-Games,Another Sight - Hodge's Journey,57.0
Nyamyam,Marvin's Mittens,57.0
Black Lime Studio,BiT Evolution,57.0
Oddworld Inhabitants,Beneath a Steel Sky,57.0
Devolver Digital,Fishards,57.0
1C Entertainment,Dustwind,57.0
Game for people,Solar Flux,57.0
"Bit Planet Games, LLC",Battle Of Keys,57.0
Game for people,ARAYA,57.0
Nyamyam,Marvel: Ultimate Alliance 2,57.0
RMAL,A Raven Monologue,57.0
Tate Multimedia,HyperDot,57.0
DL Softworks,Cogmind,57.0
"Bit Planet Games, LLC",Battle of Hunters : Beast Zone,57.0
SEGA,Gratuitous Space Battles 2,56.0
Wales Interactive,Urban Mage,56.0
Phoenix Online Publishing,Jade's Dungeon Descent,56.0
Phoenix Online Publishing,Jade's Journey 2,56.0
THQ Nordic,Mars Rover Simulator,56.0
PQube,Bionite: Origins,56.0
Wales Interactive,Urban Trial Playground,56.0
505 Games,SUPER CIRCUIT BREAKERS,56.0
THQ Nordic,Mars Power Industries Deluxe,56.0
PQube,BionicBlitz,56.0
Focus Home Interactive,Music Killer,56.0
Daedalic Entertainment,Sprocket,56.0
Square Enix,none,56.0
Playdead,Art of Beauties,56.0
Ziggurat,Decisive Campaigns: The Blitzkrieg from Warsaw to Paris,56.0
Strategy First,Faded Memories: Video Game Edition,56.0
Focus Home Interactive,cyubeVR,56.0
Running With Scissors,Kingdoms of Amalur: Reckoning,56.0
Wales Interactive,Exploaris: Vermis story,56.0
Iceberg Interactive,Sins of a Solar Empire: Trinity,56.0
Senpai Studios,Gateways,56.0
DL Softworks,CITYCONOMY: Service for your City,56.0
Square Enix,Nova-Life: Amboise,56.0
Survios,BlubBlub: Quest of the Blob,56.0
Kalypso Media Digital,Interplanetary,56.0
Survios,Blub Emporium,56.0
WB Games,Bunch of Heroes,56.0
Sigma Team Inc.,Shadow Warrior 3,56.0
Ripstone,Necrolepsy,56.0
Senpai Studios,LOST EPIC,56.0
Ronimo Games,Katy and Bob: Safari Cafe,56.0
Senpai Studios,Trapped Dead,56.0
Survios,BluBoy: The Journey Begins,56.0
Chainsawesome Games,Combo Jumper,56.0
Real Dynamics,The Life and Suffering of Sir Brante,56.0
Funbox Media Ltd,SENRAN KAGURA SHINOVI VERSUS,56.0
Easy Day Studios Pty Ltd,Sniper 3D Assassin: Free to Play,56.0
Blowfish Studios,Sentinel: Cursed Knight,56.0
"Camel 101, WhisperGames",Jewel Match Atlantis Solitaire - Collector's Edition,56.0
Curve Games,HRDINA,56.0
Easy Day Studios Pty Ltd,Slipstream 5000,56.0
Ripstone,Necromancer : Winter,56.0
Ripstone,Necromancer Accountant,56.0
"USERJOY Technology Co.,Ltd.",Speed Kills,56.0
Biart Company LLC,Horse Riding Tales,56.0
Survios,bloxyz,56.0
KPL,Detective Gallo,56.0
Rebellion,Secret Government,56.0
Easy Day Studios Pty Ltd,Snake Pass,56.0
Kalypso Media Digital,Internet Cafe Simulator 2,56.0
Back To Basics Gaming,Othercide,55.0
Reverb Triple XP,Miasma: Citizens of Free Thought,55.0
Chilled Mouse,PARQUET,55.0
1C Entertainment,Atriage,55.0
Worm Animation,Combiner the Card Game,55.0
Worm Animation,Combo & Stealth,55.0
Assemble Entertainment,As Aventuras do Cueca Listrada,55.0
Assemble Entertainment,As Fast As Possible,55.0
KISS ltd,a guard walks into a tavern,55.0
KISS ltd,A Golden Wake,55.0
Klabater,Cheer and Track,55.0
1C Entertainment,ATRIA-1,55.0
Rebellion,Rocket Explorer,55.0
Rebellion,Rock Paper Scissors Champion,55.0
"USERJOY Technology Co.,Ltd.",SpellForce 2: Faith in Destiny,55.0
Might and Delight,Meet the Miner - WDR VR Bergwerk,55.0
Calvino Noir,Supfly Delivery Simulator,55.0
Calvino Noir,Superstorm Melon Date,55.0
Kiddy,Lost Daughter,55.0
Gamestorming,Oh...Sir! Prototype,55.0
Nowhere Studios,Enola,55.0
SEGA,Seeker,55.0
Nowhere Studios,Enter The Backrooms,55.0
Chilled Mouse,Party Tycoon,55.0
1C Entertainment,Atria Valkyrie,55.0
Klabater,Checkmate!,55.0
